product_name,url,descripcion,country,precio_total,precio_por_cantidad,weight_volume_clean,weight_unit,categorias,alergenos,marcas,tiendas,certificaciones,numero_raciones,nombre_operador,energia_kcal,energia_kj,grasas_totales,grasas_saturadas,carbohidratos,azucares,proteinas,sal,fibra,peso_en_kg,ratio_grasas_saturadas,ratio_azucares,ratio_proteina_carbohidratos,ratio_proteina_grasas,tiene_fibra,alto_contenido_sal,alto_contenido_azucar,alto_contenido_grasas,alto_contenido_grasas_saturadas,tiene_alergenos,tiene_certificaciones,suma_macronutrientes,densidad_calorica,calorias_de_grasas,calorias_de_carbohidratos,calorias_de_proteinas,categoria_calorica,perfil_macronutrientes
lenteja pardina,https://es.openfoodfacts.org/producto/8480000053305/lenteja-pardina-hacendado,lenteja pardina,,,,1000.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal leguminosas y derivados leguminosas semillas granos de leguminosas legumbres secas lentejas lentejas pardas,,hacendado,mercadona,punto verde,,,320.0,1355.0,1.2,0.2,48.1,1.3,24.5,0.05,9.6,1.0,0.167,0.027,0.509,20.417,True,False,False,False,False,False,True,83.4,320.0,10.8,192.4,98.0,alto,alto_en_carbohidratos
dátiles desecados sin hueso,https://es.openfoodfacts.org/producto/8480000168467/datiles-desecados-sin-hueso-hacendado,dátiles desecados sin hueso,,,,350.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal frutas y verduras y sus productos frutas y sus productos productos deshidratados frutas alimentos de origen vegetal deshidratados frutas deshidratadas dátiles dátiles sin hueso,dióxido de azufre sulfitos,hacendado,mercadona,fuente de fibra alimentaria punto verde,,,298.0,1247.0,0.5,0.0,76.4,61.7,2.0,0.0,7.5,0.35,0.0,0.808,0.026,4.0,True,False,True,False,False,True,True,86.4,298.0,4.5,305.6,8.0,medio,alto_en_carbohidratos
bifrutas tropical,https://es.openfoodfacts.org/producto/8410128276003/bifrutas-tropical-pascual,,,,,,,bebidas y preparaciones de bebidas alimentos y bebidas de origen vegetal bebidas lácteos bebidas de origen vegetal bebida lácteas bebidas a base de frutas bebidas de fruta y leche,leche,pascual,,sin gluten fsc punto verde,,,21.0,91.0,0.0,0.0,4.8,4.8,0.3,0.0,0.5,,,1.0,0.062,,True,False,False,False,False,True,True,5.6,21.0,0.0,19.2,1.2,bajo,alto_en_carbohidratos
pan integral,https://es.openfoodfacts.org/producto/8480000236432/pan-integral-hacendado,,,,,450.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal cereales y patatas panes panes de molde panes integrales,gluten,hacendado,,sin lactosa,,,208.0,879.0,2.5,0.4,34.0,2.5,9.2,1.0,6.9,0.45,0.16,0.074,0.271,3.68,True,False,False,False,False,True,True,52.6,208.0,22.5,136.0,36.8,medio,alto_en_carbohidratos
arroz largo,https://es.openfoodfacts.org/producto/8480000050632/arroz-largo-hacendado,arroz largo,,,,1000.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal cereales y patatas semillas cereales y derivados cereales en grano arroces arroces de grano largo,,hacendado,mercadona,categoría i punto verde,,,347.0,1472.0,0.8,0.3,78.0,0.3,6.5,0.1,,1.0,0.375,0.004,0.083,8.125,False,False,False,False,False,False,True,85.3,347.0,7.2,312.0,26.0,alto,alto_en_carbohidratos
blanco,https://es.openfoodfacts.org/producto/8402001000560/blanco-hacendado,,,,,460.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal cereales y patatas panes panes de molde,gluten,hacendado,,,,,240.0,1010.0,2.44,0.697,41.8,3.14,9.41,0.923,3.83,0.46,0.286,0.075,0.225,3.857,True,False,False,False,False,True,False,57.48,240.0,22.0,167.2,37.6,medio,alto_en_carbohidratos
ciclamato y sacarina,https://es.openfoodfacts.org/producto/8480000707413/ciclamato-y-sacarina-hacendado,edulcorante de mesa a base de ciclamato y sacarina,,,,150.0,ml,endulzantes aditivos alimentarios sustitutos del azúcar edulcorantes artificiales sacarina ciclamato edulcorantes de mesa,,hacendado,mercadona,punto verde,,,0.0,3.4,0.0,0.0,0.0,0.0,0.0,3.0,,0.15,,,,,False,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,bajo,desconocido
caldo de pollo,https://es.openfoodfacts.org/producto/4056489511564/caldo-de-pollo-lidl,,,,,1000.0,ml,caldos caldos líquidos,apio,lidl,lidl,sin gluten sin conservantes sin colorantes nutriscore nutriscore c,,,6.0,26.0,0.2,0.1,0.6,0.0,0.5,0.75,0.0,1.0,0.5,0.0,0.833,2.5,False,False,False,False,False,True,True,1.3,6.0,1.8,2.4,2.0,bajo,alto_en_carbohidratos
cacahuete tostado sal añadida,https://es.openfoodfacts.org/producto/8480000340313/cacahuete-tostado-0-sal-anadida-hacendado,cacahuete con cáscara tostado,,,,400.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal leguminosas y derivados leguminosas frutos de cáscara y derivados frutos de cáscara frutos de cáscara tostados cacahuetes cacahuetes tostados,frutos de cáscara cacahuetes,hacendado,mercadona,bajo en sal o sin sal vegetariano sin gluten no recomendado para ciertas personas vegano punto verde sin sal añadida no recomendado a niños menores de 3 años fuente de fósforo,,,595.0,2490.0,48.0,9.9,10.0,6.5,24.9,,10.8,0.4,0.206,0.65,2.49,0.519,True,False,False,True,True,True,True,93.7,595.0,432.0,40.0,99.6,muy_alto,alto_en_grasas
kéfir,https://es.openfoodfacts.org/producto/8424790111005/kefir-pastoret,,,,,500.0,g,bebidas y preparaciones de bebidas bebidas lácteos comidas fermentadas productos fermentados de la leche bebida lácteas bebidas fermentadas bebidas de leche fermentada kéfir,leche,pastoret,lidl,sin gluten punto verde recicla azul,,,65.0,273.0,3.8,2.7,3.8,3.8,3.4,0.1,,0.5,0.711,1.0,0.895,0.895,False,False,False,False,False,True,True,11.0,65.0,34.2,15.2,13.6,bajo,alto_en_grasas
palomitas con sal para microondas,https://es.openfoodfacts.org/producto/8480000348227/palomitas-con-sal-para-microondas-hacendado,palomitas de maíz para microondas con sal,,,,270.0,g,botanas snacks salados palomitas de maíz palomitas de maíz saladas,,hacendado,mercadona,sin gluten punto verde sin leche,,,456.0,1910.0,20.0,8.8,55.0,1.0,9.8,1.9,8.7,0.27,0.44,0.018,0.178,0.49,True,True,False,True,True,False,True,93.5,456.0,180.0,220.0,39.2,alto,alto_en_carbohidratos
mejillones en escabeche,https://es.openfoodfacts.org/producto/8480000186157/mejillones-en-escabeche-hacendado,,,,,,,productos del mar conservas molusco mejillones mejillones enlatados mejillones en escabeche,moluscos,hacendado,mercadona,sin gluten punto verde,,,201.0,838.0,15.0,1.9,4.3,0.5,13.0,1.1,,,0.127,0.116,3.023,0.867,False,False,False,False,False,True,True,32.3,201.0,135.0,17.2,52.0,medio,alto_en_grasas
galletas relieve,https://es.openfoodfacts.org/producto/8480000141972/galletas-relieve-hacendado,,,,,645.0,g,biscuits and crackers galletas en biscoitos en biscoitos e bolos en lanches comida en lanches doces,gluten leche,hacendado,mercadona,punto verde,,,458.0,1926.0,16.0,1.9,71.0,20.0,6.9,0.53,3.5,0.645,0.119,0.282,0.097,0.431,True,False,True,False,False,True,True,97.4,458.0,144.0,284.0,27.6,alto,alto_en_carbohidratos
leche entera de vaca,https://es.openfoodfacts.org/producto/8410297010200/leche-entera-de-vaca-central-lechera-asturiana,leche entera de vaca,,,,1500.0,ml,lácteos leches leches homogeneizadas leche uht leche entera,,central lechera asturiana,carrefour,pls,,,63.0,264.0,3.6,2.4,4.6,4.6,3.1,,,1.5,0.667,1.0,0.674,0.861,False,False,False,False,False,False,True,11.3,63.0,32.4,18.4,12.4,bajo,alto_en_carbohidratos
florida,https://es.openfoodfacts.org/producto/8414100302643/florida-sunny-delight,,,,,,,bebidas y preparaciones de bebidas alimentos y bebidas de origen vegetal bebidas bebidas de origen vegetal bebidas a base de frutas,,sunny delight,mercadona,punto verde hecho en españa,,,13.0,56.0,0.0,0.0,2.6,2.4,0.0,0.05,,,,0.923,0.0,,False,False,False,False,False,False,True,2.6,13.0,0.0,10.4,0.0,bajo,alto_en_carbohidratos
pita original,https://es.openfoodfacts.org/producto/8714535110081/pita-original,pan de pita precocido,,,,400.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal cereales y patatas cereales y derivados panes panes planos panes especiales pitas,gluten,pita original,mercadona,punto verde,,,243.0,1030.0,1.0,0.2,48.5,1.9,8.4,1.0,3.0,0.4,0.2,0.039,0.173,8.4,True,False,False,False,False,True,True,60.9,243.0,9.0,194.0,33.6,medio,alto_en_carbohidratos
galleta maría,https://es.openfoodfacts.org/producto/8480000141026/galleta-maria-hacendado,,,,,200.0,g,botanas snacks dulces galletas y pasteles galletas,gluten leche,hacendado,mercadona hacendado,punto verde,,,431.0,1819.0,9.7,0.9,78.0,21.0,6.4,0.96,4.3,0.2,0.093,0.269,0.082,0.66,True,False,True,False,False,True,True,98.4,431.0,87.3,312.0,25.6,alto,alto_en_carbohidratos
pan de centeno integral,https://es.openfoodfacts.org/producto/20006105/pan-de-centeno-integral-lidl,,,,,500.0,g,pflanzliche lebensmittel und getränke,gluten,lidl lidl rowan hill bakery lidl tastino rowan hill bakery,lidl,ohne zusatze,,,209.0,875.0,1.79,0.357,38.0,3.93,5.71,1.0,9.29,0.5,0.199,0.103,0.15,3.19,True,False,False,False,False,True,True,54.79,209.0,16.1,152.0,22.8,medio,alto_en_carbohidratos
special k,https://es.openfoodfacts.org/producto/5059319026053/special-k-kellogg-s,,,,,450.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal desayunos cereales y patatas cereales y derivados cereales para el desayuno,gluten,kellogg s,mercadona,,,,392.0,1660.0,1.3,0.3,84.0,15.0,8.0,0.84,6.0,0.45,0.231,0.179,0.095,6.154,True,False,False,False,False,True,False,99.3,392.0,11.7,336.0,32.0,alto,alto_en_carbohidratos
queso en lonchas de vaca,https://es.openfoodfacts.org/producto/8480000505439/queso-en-lonchas-de-vaca-entrepinares,queso de vaca madurado,,,,300.0,g,lácteos comidas fermentadas productos fermentados de la leche quesos quesos de vaca,leche,entrepinares,mercadona,sin gluten punto verde sin colorantes sin huevo,,,364.0,1509.0,31.0,22.0,0.5,0.5,21.0,1.2,,0.3,0.71,1.0,42.0,0.677,False,False,False,True,True,True,True,52.5,364.0,279.0,2.0,84.0,alto,alto_en_grasas
palitos delicias surimi,https://es.openfoodfacts.org/producto/8480000625021/palitos-delicias-surimi-hacendado,,,,,460.0,g,fishes and their products preparaciones de pescado surimi,crustáceos huevos pescado moluscos,hacendado,mercadona,,,,90.0,382.0,0.8,0.2,12.4,3.5,7.9,1.53,0.9,0.46,0.25,0.282,0.637,9.875,True,True,False,False,False,True,False,22.0,90.0,7.2,49.6,31.6,bajo,alto_en_carbohidratos
weetabix avena suave oatibix,https://es.openfoodfacts.org/producto/5010029220629/weetabix-avena-suave-oatibix,,,,,500.0,g,rolled flakes copos de avena,gluten,weetabix,,fuente de fibra alimentaria rico en fibra,,,370.0,1548.0,8.0,1.5,59.0,1.1,11.0,0.03,9.0,0.5,0.188,0.019,0.186,1.375,True,False,False,False,False,True,True,87.0,370.0,72.0,236.0,44.0,alto,alto_en_carbohidratos
postre lácteo proteínas con mango y maracuya m g proteínas,https://es.openfoodfacts.org/producto/8480000211514/postre-lacteo-proteinas-con-mango-y-maracuya-0-m-g-10-g-proteinas-hacendado,,,,,,,fermented dairy desserts en fermented dairy desserts with fruits,leche,hacendado,mercadona,sin gluten,,,56.0,240.0,0.2,0.04,5.8,5.3,8.3,0.1,,,0.2,0.914,1.431,41.5,False,False,False,False,False,True,True,14.3,56.0,1.8,23.2,33.2,bajo,alto_en_proteinas
sandwich zero sin azúcares,https://es.openfoodfacts.org/producto/8410376037784/sandwich-zero-sin-azucares-gullon,galleta sandwich rellena de crema de chocolate con edulcorante sin azúcares añadidos,,,,250.0,g,biscuits and crackers galletas galletas de chocolate galletas rellenas,gluten leche soja dióxido de azufre sulfitos,gullón,,fuente de fibra alimentaria un consumo excesivo puede tener efectos laxantes punto verde sin azúcares añadidos con edulcorantes,,,422.0,1763.0,17.0,6.0,67.0,5.0,6.7,0.6,5.3,0.25,0.353,0.075,0.1,0.394,True,False,False,False,True,True,True,96.0,422.0,153.0,268.0,26.8,alto,alto_en_carbohidratos
aceite de oliva virgen extra gran selección,https://es.openfoodfacts.org/producto/8480000047069/aceite-de-oliva-virgen-extra-gran-seleccion-hacendado,aceite de oliva virgen extra,,,,750.0,ml,alimentos y bebidas de origen vegetal alimentos de origen vegetal aceites y grasas grasas vegetales productos del olivo aceites vegetales aceites de oliva aceites de oliva de españa aceites de oliva virgen extra aceites de oliva virgen,,hacendado,mercadona,producto de cooperativa punto verde,,,822.0,3378.0,91.0,13.0,0.0,0.0,0.0,0.0,0.0,0.75,0.143,,,0.0,False,False,False,True,True,False,True,91.0,822.0,819.0,0.0,0.0,muy_alto,alto_en_grasas
alubia blanca,https://es.openfoodfacts.org/producto/8480000260192/alubia-blanca-hacendado,alubia blanca,,,,570.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal leguminosas y derivados conservas leguminosas semillas alimentos de origen vegetal en conserva granos de leguminosas legumbres secas alubias leguminosas en conserva alubias blancas alubias cocidas en conserva alubias blancas cocidas en conserva,dióxido de azufre sulfitos,hacendado,mercadona,sin gluten punto verde,,,83.0,350.0,0.4,0.1,10.7,0.8,5.8,0.8,,0.57,0.25,0.075,0.542,14.5,False,False,False,False,False,True,True,16.9,83.0,3.6,42.8,23.2,bajo,alto_en_carbohidratos
queso de cabra,https://es.openfoodfacts.org/producto/8480000500212/queso-de-cabra-hacendado,queso de cabra madurado con moho,,,,200.0,g,lácteos comidas fermentadas productos fermentados de la leche quesos queso de cabra,leche,hacendado montesinos,mercadona,sin conservantes punto verde recicla amarillo,,,335.0,1388.0,29.2,21.1,1.1,0.5,17.0,1.1,,0.2,0.723,0.455,15.455,0.582,False,False,False,True,True,True,True,47.3,335.0,262.8,4.4,68.0,alto,alto_en_grasas
crema verduras,https://es.openfoodfacts.org/producto/8480000087225/crema-verduras-hacendado,,,,,,,alimentos y bebidas de origen vegetal alimentos de origen vegetal frutas y verduras y sus productos comida y bebida vegetal conservas comidas preparadas verduras y hortalizas y sus productos sopas sopas de verduras y hortalizas sopas de tipo crema comidas preparadas en conserva cremas de verduras y hortalizas sopas en conserva sopas de verduras y hortalizas en conserva,apio huevos leche,hacendado,mercadona,vegetariano sin conservantes vegano punto verde sin colorantes,,,30.0,128.0,0.829,0.229,5.6,1.343,0.743,0.0,1.029,,0.276,0.24,0.133,0.896,True,False,False,False,False,True,True,8.2,30.0,7.5,22.4,3.0,bajo,alto_en_carbohidratos
antioxidante,https://es.openfoodfacts.org/producto/8480000396402/antioxidante-hacendado,,,,,1000.0,ml,alimentos y bebidas de origen vegetal bebidas bebidas de origen vegetal bebidas a base de frutas zumos y néctares zumos de frutas bebidas no alcohólicas zumos procedentes de concentrado zumos multifruta zumos multifruta procedente de concentrado,en apple,hacendado,mercadona,fsc sin azúcares añadidos,,,32.0,134.0,0.1,0.0,5.5,4.9,0.2,0.01,0.4,1.0,0.0,0.891,0.036,2.0,True,False,False,False,False,True,True,6.2,32.0,0.9,22.0,0.8,bajo,alto_en_carbohidratos
ajo y perejil,https://es.openfoodfacts.org/producto/8480000821997/ajo-y-perejil-hacendado,panecillos tostados con ajo y perejil,,,,170.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal botanas cereales y patatas snacks salados aperitivos panes pan tostado panecillos tostados alimentos e bebidas à base de plantas alimentos à base de plantas cereais e batatas lanches comida petiscos salgados pães pães especiais,gluten,hacendado,mercadona,punto verde,,,545.0,2275.0,33.0,3.6,54.0,1.8,8.2,1.8,2.5,0.17,0.109,0.033,0.152,0.248,True,True,False,True,False,True,True,97.7,545.0,297.0,216.0,32.8,muy_alto,alto_en_carbohidratos
queso grana padano rallado,https://es.openfoodfacts.org/producto/8480000511461/queso-grana-padano-rallado-hacendado,queso grana padano rallado,,,,100.0,g,lácteos comidas fermentadas productos fermentados de la leche quesos quesos italianos grana padano queso rallado,huevos leche,hacendado,mercadona,fabricado en italia dop,,,398.0,1665.0,29.0,18.0,0.0,,33.0,1.475,,0.1,0.621,,,1.138,False,False,False,True,True,True,True,62.0,398.0,261.0,0.0,132.0,alto,alto_en_proteinas
lentejas a la jardinera,https://es.openfoodfacts.org/producto/8480000261168/lentejas-a-la-jardinera-hacendado,lentejas a la jardinera,,,,420.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal leguminosas y derivados conservas leguminosas comidas preparadas semillas granos de leguminosas legumbres secas sopas lentejas comidas preparadas en conserva comidas preparadas de origen vegetal,,hacendado,mercadona,sin gluten,,,65.0,272.0,1.3,0.4,7.9,0.5,4.2,0.0,0.0,0.42,0.308,0.063,0.532,3.231,False,False,False,False,False,False,True,13.4,65.0,11.7,31.6,16.8,bajo,alto_en_carbohidratos
aceite de oliva virgen extra,https://es.openfoodfacts.org/producto/8480000047182/aceite-de-oliva-virgen-extra-hacendado,aceite de oliva virgen extra,,,,200.0,ml,alimentos y bebidas de origen vegetal alimentos de origen vegetal aceites y grasas grasas vegetales productos del olivo aceites vegetales aceites de oliva aceites de oliva virgen extra,,hacendado,mercadona,ecoponto amarelo,,,824.0,3389.0,91.0,15.0,0.0,,0.0,0.0,,0.2,0.165,,,0.0,False,False,False,True,True,False,True,91.0,824.0,819.0,0.0,0.0,muy_alto,alto_en_grasas
galletas maría sin gluten y sin lactosa,https://es.openfoodfacts.org/producto/8480000142351/galletas-maria-sin-gluten-y-sin-lactosa-hacendado,,,,,205.0,g,biscuits and crackers en specific products galletas en products for specific diets productos sin gluten galletas sin gluten galletas maría sin lactosa,,hacendado,,sin gluten fuente de fibra alimentaria sin lactosa,,,447.0,1882.0,13.0,1.1,73.8,22.0,6.0,0.75,5.5,0.205,0.085,0.298,0.081,0.462,True,False,True,False,False,False,True,98.3,447.0,117.0,295.2,24.0,alto,alto_en_carbohidratos
mango deshidratado,https://es.openfoodfacts.org/producto/8480000342096/mango-deshidratado-hacendado,mango deshidratado sin azúcares añadidos,,,,60.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal frutas y verduras y sus productos frutas y sus productos productos deshidratados alimentos de origen vegetal deshidratados frutas deshidratadas mangos deshidratados,dióxido de azufre sulfitos,hacendado,mercadona,vegetariano vegano punto verde sin azúcares añadidos,,,318.0,1348.0,1.1,0.4,70.0,61.0,2.9,0.2,7.6,0.06,0.364,0.871,0.041,2.636,True,False,True,False,False,True,True,81.6,318.0,9.9,280.0,11.6,alto,alto_en_carbohidratos
avena cremosa,https://es.openfoodfacts.org/producto/5411188136217/avena-cremosa-alpro,,,,,,,dairy substitutes cereales y derivados sustitutos de la leche bebidas de origen vegetal bebidas vegetales bebidas de cereales bebidas de avena,,alpro,,nutriscore nutriscore a nutriscore b,,,45.0,177.0,1.5,0.2,6.0,3.1,0.8,0.1,0.7,,0.133,0.517,0.133,0.533,True,False,False,False,False,False,True,9.0,45.0,13.5,24.0,3.2,bajo,alto_en_carbohidratos
pan cereales sin gluten,https://es.openfoodfacts.org/producto/8480000867506/pan-cereales-sin-gluten-hacendado,,,,,470.0,g,specific products en products for specific diets panes productos sin gluten panes sin gluten pan de cereales sin gluten hacendado,,hacendado,,sin gluten,,,244.0,1021.0,7.7,0.0,34.1,3.0,4.1,1.3,11.1,0.47,0.0,0.088,0.12,0.532,True,False,False,False,False,False,True,57.0,244.0,69.3,136.4,16.4,medio,alto_en_carbohidratos
special k dark chocolate,https://es.openfoodfacts.org/producto/5059319026176/special-k-dark-chocolate,copos tostados de arroz trigo integral y cebada con virutas de chocolate enriquecidos con vitaminas y hierro,,,,325.0,g,extruded cereals copos de cereales con chocolate,gluten leche,special k,consum,halal food authority rico en fibra fuente de hierro sin colorantes artificiales sin colorantes o saborizantes artificiales,,,423.0,1790.0,6.0,3.333,86.0,17.0,8.333,1.583,6.0,0.325,0.556,0.198,0.097,1.389,True,True,True,False,False,True,True,106.33,423.0,54.0,344.0,33.3,alto,alto_en_carbohidratos
gelatina cereza cola y sandía,https://es.openfoodfacts.org/producto/8402001021428/gelatina-0-cereza-cola-y-sandia-hacendado,,,,,,,postres ayudas culinarias aditivos alimentarios mezclas para postres gelatinas gelificantes gelatina preparados para gelatina,,hacendado,mercadona,,,,1.0,4.0,,,0.2,,0.1,,,,,,0.5,,False,False,False,False,False,False,False,0.3,1.0,,0.8,0.4,bajo,desconocido
leche semidesnatada,https://es.openfoodfacts.org/producto/8480000103826/leche-semidesnatada-hacendado,leche semidesnatada uht,,,,1000.0,ml,lácteos leches leche semidesnatada leche de vaca,leche,hacendado,mercadona,,,,46.0,194.0,1.6,1.1,4.8,4.8,3.1,0.13,,1.0,0.688,1.0,0.646,1.938,False,False,False,False,False,True,False,9.5,46.0,14.4,19.2,12.4,bajo,alto_en_carbohidratos
arándanos deshidratados,https://es.openfoodfacts.org/producto/8480000346056/arandanos-deshidratados-hacendado,arándanos deshidratados,,,,200.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal frutas y verduras y sus productos frutas y sus productos productos deshidratados frutas alimentos de origen vegetal deshidratados frutas del bosque frutas deshidratadas arándanos agrios arándanos secos,,hacendado,mercadona,fuente de fibra alimentaria punto verde rico en fibra,,,342.0,1447.0,1.4,0.3,79.0,67.8,0.9,0.0,6.6,0.2,0.214,0.858,0.011,0.643,True,False,True,False,False,False,True,87.9,342.0,12.6,316.0,3.6,alto,alto_en_carbohidratos
chocolate puro,https://es.openfoodfacts.org/producto/8410109000023/chocolate-puro-valor,chocolate,,,,300.0,g,botanas snacks dulces cacao y sus productos chocolates chocolates negros,soja,valor,ahorramás supercor express carrefour alcampo mercadona eroski condis caprabo hipercor el corte inglés consum,sin gluten vegetariano vegano unión vegetariana europea unión vegetariana y vegana europea punto verde,,,540.0,2251.0,33.0,21.0,50.0,47.0,6.2,0.08,,0.3,0.636,0.94,0.124,0.188,False,False,True,True,True,True,True,89.2,540.0,297.0,200.0,24.8,muy_alto,alto_en_carbohidratos
perlas de mozzarella,https://es.openfoodfacts.org/producto/8480000510525/perlas-de-mozzarella-hacendado,,,,,,,stretched curd cheeses mozzarella en cow mozzarella,leche,hacendado,mercadona,sin gluten,,,194.0,813.0,14.0,10.0,2.0,0.5,15.0,0.6,,,0.714,0.25,7.5,1.071,False,False,False,False,True,True,True,31.0,194.0,126.0,8.0,60.0,medio,alto_en_proteinas
yakisoba classic,https://es.openfoodfacts.org/producto/8410300352327/yakisoba-classic-gallina-blanca,preparado alimenticio con fideos de harina de trigo salsa de soja con especias y verduras deshidratadas,,,,93.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal comidas preparadas productos deshidratados pastas alimenticias productos deshidratados para ser rehidratados tallarines sopas fideos instantáneos,gluten soja,gallina blanca,consum mercadona,,,,231.0,966.0,11.0,4.8,28.0,1.9,4.1,1.0,1.7,0.093,0.436,0.068,0.146,0.373,True,False,False,False,False,True,False,44.8,231.0,99.0,112.0,16.4,medio,alto_en_carbohidratos
digestive avena,https://es.openfoodfacts.org/producto/4056489356066/digestive-avena-lidl,galleta integral con avena y trigo,,,,425.0,g,biscuits and crackers galletas galletas de avena en plain rolled oats biscuits,gluten avena,lidl sondey,lidl,fuente de fibra alimentaria rico en fibra nutriscore nutriscore c,,,477.0,1996.0,21.0,2.3,61.0,18.0,7.5,1.1,6.8,0.425,0.11,0.295,0.123,0.357,True,False,True,True,False,True,True,96.3,477.0,189.0,244.0,30.0,alto,alto_en_carbohidratos
cacahuete tostado sal añadida,https://es.openfoodfacts.org/producto/8480000134516/cacahuete-tostado-0-sal-anadida-hacendado,cacahuete sin piel tostado,,,,200.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal leguminosas y derivados leguminosas frutos de cáscara y derivados frutos de cáscara frutos de cáscara tostados cacahuetes cacahuetes tostados,cacahuetes,hacendado,mercadona,bajo en sal o sin sal sin gluten no recomendado para ciertas personas punto verde sin sal añadida no recomendado a niños menores de 3 años fuente de fósforo,,,618.0,2560.0,50.4,6.0,13.0,6.2,24.0,0.0,8.2,0.2,0.119,0.477,1.846,0.476,True,False,False,True,True,True,True,95.6,618.0,453.6,52.0,96.0,muy_alto,alto_en_grasas
burrata,https://es.openfoodfacts.org/producto/8480000512185/burrata-hacendado,queso fresco de pasta hilada relleno de hilos de queso mozzarella y nata,,,,150.0,g,stretched curd cheeses burrate queso fresco,leche nata nata,hacendado,mercadona,punto verde recicla amarillo,,,240.0,993.0,20.0,13.0,1.9,1.9,13.0,0.61,,0.15,0.65,1.0,6.842,0.65,False,False,False,True,True,True,True,34.9,240.0,180.0,7.6,52.0,medio,alto_en_grasas
natural cabra,https://es.openfoodfacts.org/producto/8480000202871/natural-cabra-hacendado,yogur natural de leche entera de cabra,,,,500.0,g,fermented dairy desserts yogures en plain fermented dairy desserts yogures naturales,leche,hacendado,mercadona,sin gluten punto verde recicla azul,,,73.0,302.0,4.9,3.4,3.0,3.0,4.1,0.09,,0.5,0.694,1.0,1.367,0.837,False,False,False,False,False,True,True,12.0,73.0,44.1,12.0,16.4,bajo,alto_en_grasas
garbanzos cocidos categoría extra,https://es.openfoodfacts.org/producto/4056489408468/garbanzos-cocidos-categoria-extra-campo-largo,,,,,540.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal leguminosas y derivados conservas leguminosas semillas alimentos de origen vegetal en conserva granos de leguminosas legumbres secas garbanzos leguminosas en conserva garbanzos cocidos en conserva,,campo largo,lidl,punto verde nutriscore nutriscore a,,,99.0,414.0,1.7,0.2,17.2,0.4,5.6,0.53,4.2,0.54,0.118,0.023,0.326,3.294,True,False,False,False,False,False,True,28.7,99.0,15.3,68.8,22.4,bajo,alto_en_carbohidratos
frutas,https://es.openfoodfacts.org/producto/8402001015090/100-frutas-hacendado,,,,,,,barres aux fruits,,hacendado,,,,,302.0,1278.0,0.5,0.1,67.0,56.0,3.0,0.04,11.0,,0.2,0.836,0.045,6.0,True,False,True,False,False,False,False,81.5,302.0,4.5,268.0,12.0,alto,alto_en_carbohidratos
mermelada melocoton,https://es.openfoodfacts.org/producto/8402001011771/mermelada-melocoton-0-hacendado,,,,,380.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal desayunos untables untables vegetales untables dulces preparaciones a base de frutas y verduras confitura mermeladas y confituras de melocotón,,hacendado,,sin azúcares añadidos sin colorantes,,,40.0,168.0,0.0,0.0,10.0,5.1,0.0,0.0,0.0,0.38,,0.51,0.0,,False,False,False,False,False,False,True,10.0,40.0,0.0,40.0,0.0,bajo,alto_en_carbohidratos
kefir natural sabor suave,https://es.openfoodfacts.org/producto/4056489882367/kefir-natural-sabor-suave-milbona,,,,,500.0,g,bebidas y preparaciones de bebidas bebidas lácteos comidas fermentadas productos fermentados de la leche bebida lácteas bebidas fermentadas bebidas de leche fermentada kéfir,,milbona,,nutriscore,,,45.0,188.0,1.5,1.0,4.4,4.4,3.4,,,0.5,0.667,1.0,0.773,2.267,False,False,False,False,False,False,True,9.3,45.0,13.5,17.6,13.6,bajo,alto_en_carbohidratos
chocolate cacao azúcares añadidos,https://es.openfoodfacts.org/producto/8410109109832/chocolate-85-cacao-0-azucares-anadidos-valor,chocolate con edulcorantes sin azúcares sin gluten,,,,100.0,g,specific products en products for specific diets chocolates productos sin gluten chocolates con edulcorantes chocolates negros chocolates negros con edulcorantes en dark chocolate bar with more than cocoa en dark chocolate bar without sugar and with artificial sweeteners,soja,valor,el corte inglés hipercor alcampo carrefour eroski caprabo elite brands hipermaxi ic norte mi salud rote market bonjour santé hass ketal delicor consum,with stevia,,,568.0,2340.0,49.0,31.0,19.0,0.5,11.0,0.12,,0.1,0.633,0.026,0.579,0.224,False,False,False,True,True,True,True,79.0,568.0,441.0,76.0,44.0,muy_alto,alto_en_grasas
